id,source,created_at,preprocessed_text,sentimen,skor_sentimen
566,x,2025-06-05,gak nyangka sih amaterasun sunscreen bikin putih bisa dipake umur tahun aman buat adik gue dong,positive,843.336.820.602.417
567,x,2025-06-05,amaterasun sunscreen bikin putih pliss sunscreen nyaman bgtt pake,positive,8.638.075.590.133.660
568,x,2025-06-05,cari sunscreen cerahin tetap natural amaterasun sunscreen bikin putih gak bikin abu monyet solusi kulit glowing drama,positive,7.220.991.253.852.840
569,x,2025-06-05,sih holy grail amaterasun sunscreen bikin putih gak over tone benerbener nyatu sama kulit,positive,6.895.528.435.707.090
570,x,2025-06-05,sunscreen tuh kayak filter ig versi real life amaterasun sunscreen bikin putih hasil cling parah,positive,6.687.656.044.960.020
572,x,2025-06-05,siapa nih sama amaterasun sunscreen bikin putih nggk keki yang mudah blend,neutral,3.819.918.632.507.320
573,x,2025-06-05,baru pakai amaterasun sunscreen bikin putih beberapa minggu udah jatuh cinta lengket cepet nyerap,positive,8.709.758.520.126.340
574,x,2025-06-05,pake amaterasun sunscreen bikin putih gak bikin abu monyet loh apply nya enak ga lengket kulit,positive,983.822.762.966.156
575,x,2025-06-05,bangun tidur skincare langsung lanjut amaterasun sunscreen bikin putih biar on point hari,neutral,9.202.278.852.462.760
576,x,2025-06-05,udah coba nih guys kalian amaterasun sunscreen bikin putih loh suwer gabohong,neutral,6.525.636.911.392.210
577,x,2025-06-05,jelas banget nich aman pakai n amaterasun sunscreen bikin putih bersih banget,positive,8.966.185.450.553.890
578,x,2025-06-05,bright skin all day no abu monyet here amaterasun sunscreen bikin putih gak bikin abu monyet,neutral,8.983.690.142.631.530
580,x,2025-06-05,udah jatuh cinta sama produk sunscreen amaterasun amaterasun sunscreen bikin putih gak bikin abu monyet,positive,91.531.902.551.651
582,x,2025-06-05,pakai amaterasun langsung auto cantik natural amaterasun sunscreen bikin putih,positive,9.253.445.267.677.300
583,x,2025-06-05,amaterasun sunscreen bagus banget ihh aku pake tuh bikin putih gak bikin abu monyet love banget pokok,positive,9.837.940.335.273.740
584,x,2025-06-05,kalo rutin pakai amaterasun sunscreen bikin putih glowing sehat suka deh,positive,9.442.859.888.076.780
585,x,2025-06-05,baru nemu sunscreen kasih efek cerah drama amaterasun sunscreen bikin putih gak bikin abu monyet,positive,6.755.589.842.796.320
587,x,2025-06-05,jelas suncreen baik amaterasun sunscreen bikin putih gak bikin abu monyet produk gaes makanya cobain skrg,positive,7.098.096.013.069.150
588,x,2025-06-05,makin yakin pakai sunscreen tiap hari amaterasun sunscreen bikin putih amp gak lengket sama sekali,positive,8.479.598.164.558.410
589,x,2025-06-05,gak semua sunscreen tuh nyaman ini beda sih amaterasun sunscreen nyaman banget sih apply ya amaterasun sunscreen bikin putih,positive,9.209.825.992.584.220
590,x,2025-06-05,bagus nih amaterasun sunscreen bikin putih cocok semua jenis kulit yg gk bikin kulit abu abu,positive,9.755.424.857.139.580
591,x,2025-06-05,asli amaterasun sunscreen bikin putih gak bikin jadi abu colok deh,neutral,6.930.711.269.378.660
592,x,2025-06-05,pas diapply tuh rasa ringan banget amaterasun sunscreen bikin putih gak lengket sama sekali,positive,9.437.126.517.295.830
594,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin makeup geser base makeup jadi makin nempel,positive,5.524.443.984.031.670
595,x,2025-06-05,emang bener amaterasun sunscreen bikin putih gak bikin abu monyet kayak lain kulit lebih halus ga kering,positive,9.647.586.345.672.600
596,x,2025-06-05,amaterasun sunscreen bagus dipake tuh bikin putih gak bikin abu monyet gitu loh,positive,7.980.318.665.504.450
597,x,2025-06-05,sunscreennya best seller hasil langsung lihat amaterasun sunscreen bikin putih gak bikin abu monyet cocok semua jenis kulit,positive,9.924.362.301.826.470
599,x,2025-06-05,gue sich udah bukti kalau amaterasun sunscreen bikin putih gak bikin abu monyet,neutral,817.609.965.801.239
602,x,2025-06-05,gaes beneran loh amaterasun sunscreen bikin putih gak bikin abu monyet,neutral,5.690.972.208.976.740
603,x,2025-06-05,apply pake pagipagi langsung pede luar rumah amaterasun sunscreen bikin putih tonenya naik tetep natural dongg cuss poin sini,positive,5.034.134.387.969.970
604,x,2025-06-05,no whitecast anehaneh amaterasun sunscreen bikin putih tetap natural,neutral,4.711.889.922.618.860
605,x,2025-06-05,percaya deh amaterasun sunscreen bikin putih turut satu satu sunscreen rekomen buat dipake hari hari,positive,9.577.895.402.908.320
606,x,2025-06-05,pakai amaterasun kulit jadi cerah sinar amaterasun sunscreen bikin putih,positive,8.604.267.835.617.060
608,x,2025-06-05,gak ngerti amaterasun sunscreen bikin putih tetep natural banget kulit,positive,6.726.164.817.810.050
609,x,2025-06-05,nyangka nemu sunscreen nyaman amaterasun sunscreen nyaman banget sih apply,positive,9.840.503.334.999.080
610,x,2025-06-05,produk amaterasun memang luar biasa khasiat kali aku rekomendasi sunscreen nya amaterasun sunscreen bikin putih,positive,9.892.250.895.500.180
611,x,2025-06-05,fix makin neng pakenya amaterasun sunscreen bikin putih gak bikin abu monyet deh kulit jg jadi lebih halus,positive,985.872.209.072.113
612,x,2025-06-05,nyesel banget gak kenal amaterasun sunscreen dulu aku suka dipake bikin putih gak bikin abu monyet,positive,8.644.288.778.305.050
613,x,2025-06-05,memang amaterasun sunscreen bikin putih sesuai kulit gua bikin wo,positive,9.445.282.816.886.900
614,x,2025-06-05,gak mau kulit belang amaterasun aja amaterasun sunscreen bikin putih,neutral,8.343.687.057.495.110
616,x,2025-06-05,serius bukan sunscreen biasa amaterasun sunscreen bikin putih gak bikin abu monyet enak bgt kulit gue,positive,9.685.876.369.476.310
618,x,2025-06-05,gue suka dia ringan gak lengket yang paling penting amaterasun sunscreen bikin putih,positive,9.537.529.349.327.080
620,x,2025-06-05,amaterasun sunscreen bikin putih gak liat abuabu kayak topeng monyet beneran cakep banget cuyy,positive,9.452.515.244.483.940
624,x,2025-06-05,buat hijab sering outdoor life saver amaterasun sunscreen bikin putih gak bikin abu monyet pasti dempul,positive,7.971.508.502.960.200
625,x,2025-06-05,kali aku mau rekomendasiin sunscreen aman buat semua jenis kulit punya banyak manfaat amaterasun sunscreen bikin putih gak bikin abu monyet,positive,918.688.416.481.018
626,x,2025-06-05,gue udah capek sama sunscreen yg bikin muka abuabu makanya sekarang pake amaterasun sunscreen bikin putih gak bikin abu monyet,neutral,6.898.708.343.505.850
627,x,2025-06-05,amaterasun sunscreen bikin putih jadi ragu guna,neutral,5.610.189.437.866.210
629,x,2025-06-05,sadar gak sih sunscreen cakep banget hasil amaterasun sunscreen bikin putih bukan putih aneh putih glowing dahh,positive,8.196.931.481.361.380
630,x,2025-06-05,gak lebay ini sunscreen enak amaterasun sunscreen bikin putih gak bikin abu monyet yang paling penting nyaman banget sih apply,positive,987.089.455.127.716
631,x,2025-06-05,the best banget amaterasun sunscreen meski dipake bikin putih gak bikin abu monyet,positive,9.932.593.703.269.950
632,x,2025-06-05,dulu aku mikir semua sunscreen sama aja ketemu amaterasun sunscreen bikin putih gak bikin abu monyet baru asa bukan sekadar spf biasa,positive,4.166.513.681.411.740
633,x,2025-06-05,aku udah percaya banget sama sunscreen amaterasun amaterasun sunscreen bikin putih gak bikin abu monyet,positive,850.673.496.723.175
634,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin abu monyet buru cobain guysss hasil tu ga dempul co sini,neutral,7.526.077.628.135.680
636,x,2025-06-05,udah cobain banyak sunscreen baru yang benerbener ngasih hasil nyata amaterasun sunscreen bikin putih gak bikin abu monyet tekstur ringan nyaman banget apply,positive,985.335.111.618.042
637,x,2025-06-05,sekian produk sunscreen yg udah gw coba so far amaterasun sunscreen bikin putih loh skuy deh cobain kalian,positive,5.536.007.881.164.550
638,x,2025-06-05,suka banget deh apply amaterasun sunscreen bikin putih gak bikin abu monyet gitu loh,positive,9.725.762.009.620.660
640,x,2025-06-05,sunscreen andal gue bgtt amaterasun sunscreen bikin putih kulit auto jd lbih cerah gampang apply lgi,positive,8.991.997.241.973.870
641,x,2025-06-05,sering skip sunscreen gak nyaman sekarang gak amaterasun sunscreen bikin putih gak bikin abu monyet ringan enak banget pakai hasil langsung liat cerah,positive,987.788.736.820.221
642,x,2025-06-05,sunscreen tone upnya lebay amaterasun sunscreen bikin putih gak bikin abu monyet tuh beda asli natural bgt,positive,5.724.435.448.646.540
643,x,2025-06-05,udah jamin produk kalau amaterasun sunscreen bikin putih gak bikin abu monyet aku sih gak ragu buat pakai tiap hari,positive,8.217.691.779.136.650
644,x,2025-06-05,gak mau ribet skincarean tetep mau liat cerah kunci amaterasun sunscreen bikin putih gak bikin abu monyet nyaman banget sih apply,positive,9.673.776.030.540.460
645,x,2025-06-05,cerah gak lebay amaterasun sunscreen bikin putih cocok buat daily use,positive,9.538.137.912.750.240
648,x,2025-06-05,cinta pol sama produk satu gimana ngga coba udah bukti kalo amaterasun sunscreen bikin putih gak bikin abu monyet,positive,8.964.336.514.472.960
649,x,2025-06-05,nih coba krn orang bilang klu amaterasun sunscreen bikin putih gak bikin abu monyet,neutral,8.861.852.884.292.600
650,x,2025-06-05,putih iya abuabu big no coba deh amaterasun sunscreen bikin putih gak bikin abu monyet gt,neutral,956.126.034.259.796
651,x,2025-06-05,suka banget pake amaterasun sunscreen bikin putih gak bikin abu monyet dong,positive,9.398.868.680.000.300
653,x,2025-06-05,aku percaya kalau amaterasun sunscreen bikin putih gak bikin abu monyet udah aku pakai lama bulan,positive,6.030.445.098.876.950
654,x,2025-06-05,fix sih andal banget nyata se nyata nyata amaterasun sunscreen bikin putih bikin tetep liat flawless,positive,918.296.754.360.199
655,x,2025-06-05,muka cerah gak kusam gak whitecast abuabu karena gue pakai amaterasun sunscreen bikin putih gak bikin abu monyet auto jadi sunscreen favorit gue,positive,9.621.604.084.968.560
658,x,2025-06-05,baru tau nih kalo amaterasun sunscreen bikin putih gak bikin abu monyet kayak produk suncreen the best yang,positive,987.212.598.323.822
660,x,2025-06-05,udah coba belum amaterasun sunscreen bikin putih gak bikin abu monyet tekstur ringan gak lengket langsung bikin kulit liat sehat,positive,6.952.183.842.658.990
661,x,2025-06-05,aku udah buktiin sendiri kalau amaterasun sunscreen bikin putih gak bikin kulit kering,neutral,5.817.949.175.834.650
662,x,2025-06-05,huaaa akhir nemu sunscreen cocok sama kulit buru coba deh amaterasun sunscreen bikin putih gak bikin abu monyet,positive,7.830.454.707.145.690
663,x,2025-06-05,bagus banget nih amaterasun sunscreen bikin putih gak bikin abu monyet klu kena matahari,positive,9.703.869.223.594.660
664,x,2025-06-05,amaterasun sunscreen bikin putih gak bikin abu monyet jadi makin rajin pake biar kulit lebih indah pandang,positive,7.286.332.249.641.410
665,x,2025-06-05,gak drama sunscreen abuabu sejak pake amaterasun sunscreen bikin putih gak bikin abu monyet hasil natural nyaman banget sih apply,positive,9.694.222.211.837.760
666,x,2025-06-05,kulit sensitif kalo pake sunscren ni pkae aja amaterasun sunscreen bikin putih lembab,neutral,8.861.691.951.751.700
668,x,2025-06-05,aku percaya banget kalau amaterasun sunscreen bikin putih gak bikin abu monyetudah lama banget aku pakai memang banyak ubah kulit aku,positive,9.554.002.285.003.660
669,x,2025-06-05,klean musti tau guys amaterasun sunscreen bikin putih no kaleng kaleng beda sunscreen yg,neutral,8.021.547.794.342.040
670,x,2025-06-05,ga nyangka loh amaterasun sunscreen bikin putih kulit coba gue tahu dar dulu lihat hasil,positive,6.454.923.152.923.580
671,x,2025-06-05,siangsiang panas gak takut karena kulit udah lindung amp bikin glowing sama amaterasun sunscreen bikin putih gak bikin abu monyet nyaman banget sih apply,positive,9.379.004.836.082.450
674,x,2025-06-05,rutin pake amaterasun suncreen nyata mantul hasil amaterasun sunscreen bikin putih kulit aku nih,positive,8.821.076.154.708.860
675,x,2025-06-05,liat hasil deh no edit no filter beneran pake amaterasun sunscreen bikin putih gak bikin abu monyet tekstur ringan blendnya gampang nyaman banget,positive,9.877.302.050.590.510
676,x,2025-06-05,amaterasun sunscreen bikin putih nyaman pakai gak lengket kulit,positive,9.667.297.601.699.820
677,x,2025-06-05,libur pantai jangan lupa pake amaterasun sunscreen bikin putih kulit jadi sehat,positive,5.900.560.021.400.450
679,x,2025-06-05,tahu kalau amaterasun sunscreen bikin putih kulit cobain deh kalau ga percaya aku sdh bukti,positive,5.617.643.594.741.820
683,x,2025-06-05,gw bisikin deh amaterasun sunscreen bikin putih kulit loh lembut,positive,6.631.117.463.111.870
685,x,2025-06-05,siapa sudah cobain suncreen amaterasun sunscreen bikin putih kulit serta lindung kdari bahaya sinar matahari,positive,615.979.790.687.561
687,x,2025-06-05,amaterasun sunscreen bikin putih gk abu sunscren mudah banget aply nya,positive,6.313.744.187.355.040
689,x,2025-06-05,keren amaterasun sunscreen bikin putih,positive,9.567.942.023.277.280
690,x,2025-06-05,mantul deh amaterasun sunscreen bikin putih kulit aku fix ga mau pindah yang lagi,positive,8.461.868.166.923.520
691,x,2025-06-05,apply nya simpel banget tekstur ringan amaterasun sunscreen bikin putih jadi makin percaya diri,positive,9.787.028.431.892.390
692,x,2025-06-05,jangan ragu ya guys amaterasun sunscreen bikin putih gak bikin abu monyet,positive,7.324.035.167.694.090
693,x,2025-06-05,suka banget sama amaterasun sunscreen bikin putih gk bikin abu abu,positive,9.699.652.791.023.250
694,x,2025-06-05,fyi guyss amaterasun sunscreen bikin putih,neutral,9.485.026.001.930.230
695,x,2025-06-05,mudah apply amaterasun sunscreen bikin putih gak bikin abu monyet,positive,4.963.634.610.176.080
696,x,2025-06-05,punya kulit lebih cerah sekarang bukan mustahil karena amaterasun sunscreen bikin putih,positive,7.784.703.969.955.440
698,x,2025-06-05,beneran nyata amaterasun sunscreen bikin putih gaes gue rutin pake suncreen kulit makin glowing,positive,9.406.335.949.897.760
699,x,2025-06-05,amaterasun sunscreen bikin putih,neutral,9.782.682.061.195.370
700,x,2025-06-05,spf amaterasun sunscreen bikin putih,neutral,9.745.272.994.041.440
702,x,2025-06-05,tau guys amaterasun sunscreen bikin putih lho,neutral,9.038.112.759.590.140
706,web,2025-06-01,sunscreennya bagus cocok buat tipe kulit acne prone skine oily ga bikin breakout konsistensi bagus gampang utk blend dqn spf nya udah cocok buat dipake outoor buat reapply jga nyaman pakai paling penting ga perih mata,positive,9.977.333.545.684.810
707,web,2025-05-31,amaterasun sunscreen serum spf enak banget pakai tekstur ringan kaya serum gampang resap gak ninggalin white cast kulit jadi lindung maksimal sinar matahari rasa lengket berat cocok banget buat suka sunscreen nyaman pakai seharihari bisa pakai makeup,positive,997.025.191.783.905
710,web,2025-05-30,tekstur ringanmudah resap kulit tidak tinggal white cast produk asa ringan tidak lengket bahkan beberapa jam guna amaterasun sunscreen pilih lokal sangat layak coba utama kamu cari sunscreen ringan nyaman pakai seharihari cocok kulit sensitif,positive,9.975.329.637.527.460
716,web,2025-05-04,kulit aku tipe minyak banget jadi kalau cari sunscreen memang pilih cocok nggak bikin tambah minyak pertama kali nyoba ini langsung jatuh cinta gk tuhh wkwkk sekarang lagi panas jadi kudu banget pakai sunscreen guys rekomended pokoknyaa,positive,9.950.494.170.188.900
718,web,2025-05-03,glowing bangett kalo pakai sunscreen amaterasun biasa aku pakai pagi berangkat kerja terus pas mau istirahat reapply sihh biar belang muka nyaa tetapp glowing setiapp hahahhahah keren abizz,positive,9.971.587.657.928.460
724,web,2025-05-02,sunscreennya ringan banget kayak air terus gampang blend no white cast agak sumuk kalo udah nge set jadi better jangan timpa bedak lainlain soal sumuk banget lebih cocok buat aktifitas dalem ruang yg ac biar gak banyak keringet,positive,9.963.374.137.878.410
729,web,2025-04-24,tekstur kayak lotion cair musti hatihati klo mau nuang tangan aplikasi gampang cepet kering rasa banget langsung nahan minyak cocok buat minyak klo buat kulit normal to dry kurang ku rekomendasiun,positive,991.442.859.172.821
736,web,2025-03-21,minggu pake aku rasa sunscreen punya banyak lebih finish nya matte lightweight tekstur nya cair bgt no white cast at all ga perih buat wudu diratain mudah banget satu kurang nya comedogenic nyata pas lihat ingredients nya hmmm betul comedogenic cocok banget buat yg kulit cenderung oily kombinasi,positive,9.978.324.770.927.420
741,web,2025-02-08,kulit kombinasi cenderumg minyak dn enak banget pake ringan banget dipake gak white cast cocok buat lulit minyak gak bikin perih adem minus bikin perih mata udah pake jalan bulan rekomended banget,positive,997.669.756.412.506
743,web,2025-02-05,the best sunscreen i ve ever tried sesuai claimnya sunscreen cocok kulit kombinasi minyak tekstur runny mudah diblend ringan banget kulit finishnya matte bikin kulit liat sehat seger banget no kusam kusam lovenya ga whitecast sama sekali minus kemas pump kurang bagus pakai beberapa bulan jadi bocor kemas tube kurang cocok tekstur sunscreennya lubang tube terlalu besar tekstur suncreen runny mungkin ubah kemas botol mulut lebih kecil,neutral,6.726.248.264.312.740
753,web,2025-01-20,sukaaaa turut sunscreen terringan karna tekstur kayak pake serum gitu jadi satset gampang diblend gak bikin bruntusan harus hati tuang tuh suka luber gitu krna tekstur cocok normal oily,positive,9.973.590.970.039.360
754,web,2025-01-13,sunscreen terringan yg pernah kupake ga lengket ga whitecast bahkan finishnya asa ga pake apa saking ringan enak dipake buat skin prep makeup bikin makeup makin nempell karna super ngesett formulasi buat normal to oily skin tpi aku yg dry skin ttep suka nyaman poll make,positive,9.975.952.506.065.360
757,web,2024-12-30,sunscreenya amaterasun tuh enak bgt tekstur kek lotion jd runny sayang packagingnya bikin produk makin luber jujur performa oke bgt ga whitecast ga sumuk ga bikin breakout mudah utk reapply soal ga yg lengket tp gampang luntur kalo kena air sunscreennya tu kayak luruh gt loh harap bgt packagingnya ganti tipe corong yg lebih kecil biar produk ga luber luber keluar,positive,919.319.748.878.479
765,web,2024-12-12,pake sunscreen beneran ngebantu banget ngelindungin kulit bahaya uv plus serum lagi tekstur ga lengket cair lumayan cepet nyerap jugaa pokonyaa okeee banget dipake hari cocok liat aku yg lumayan oily,positive,996.911.883.354.187
771,web,2024-12-06,bagusss ringan pakai whitecase sedikit ga bikin dempul bgttt texturenya cair jadi gampang serap ga lengket pas diapply non comedogenic cocok semua jenis kulit dermatology tested honest review,positive,9.815.050.959.587.090
776,web,2024-12-05,baruu kali pake sunscreen yg tekstur cairr ga bikin whitecast aplikasi nya mudah bgtt cepet nyerep muka bahkan jadi base makeup aman sihh karna hasil kulit jadi kenyal lengket bikin makeup nempell pol,positive,992.646.336.555.481
781,web,2024-12-04,sunscreen cocok buat aku kulit kombinasi ringan dipake muka kandung turut bagus bgt dipake makeup an gada rasa lengket sama sekali affordable karna produk tekstur nya sangat encer mungkin hati ngeluarinnya kadang aku suka banyak,positive,9.901.562.929.153.440
783,web,2024-12-03,sunscreen yg nyaman dipake gabikin gerah minyak tekstur cair banget dr sekian banyak sunscreen yg udah pernah aku coba udah repurchase x pikir buat ganti yg akuuu sukaaa,positive,997.711.420.059.204
784,web,2024-12-03,satu sunscreen yg bikin aku amazed sm tekstur bener lightweight gak bikin sumuk perfect for oily skin mana ukur lumayan besar buat brand lokal meski sempet kaget di ingredients sles aku gak paham soal formulasi sih banyak denger buruk soal sulfates so far pake sunscreen gak pernah yg pake ingred so bakal jadi timbang banget sih buat repurchase banyak brand yg nyaman no sulfates,positive,9.882.774.949.073.790
785,web,2024-12-02,sunscreen amaterasun udah jadi favorit lama bulan akhir tekstur ringan banget kayak air gampang banget diblend bikin kulit jadi greasy whitecast itu sunscreen juga bikin kulit breakout aku rasa kulit jadi lebih lindung sinar matahari,positive,9.941.877.126.693.720
792,web,2024-11-15,first honest riview masuk kategori sunscreen paling worth it buat pakai texture cair nowhite cast buat timpa before makeup hasil cakeep pwoll jauh di type kulit kombinasi kaya aku alhamdulillah aman next bakal repurchase ulang kalau suda habis,positive,981.901.228.427.887
797,web,2024-11-07,tekstur cair suka banget sama hasil yg matte no whitecast cocok banget buat kulit aku yg kadang kering kadang oily happy banget sekarang kemas jumbo jadi nggk worry kalau dikit dikit habis wkwk,positive,9.972.724.318.504.330
800,web,2024-11-04,sunscreen favorit akuu tekstur benerann ringann gampang serap ga whitecast sama sekali emng oke bangett buat kulit minyak ga bikin makin keling minyak nyaman buat reapply sekarang tutup baru jadi ga tumpah tumpah,positive,9.977.208.971.977.230
803,web,2024-10-31,semua sunscreen amaterasun aku cobaa pilih pertama ku tetap uv suncreen serum iniiii enak bngt dipake ga lengkett ga bikin minyak sumuk jugaa muka ringan udah spf pa lagi sukakkk,positive,9.977.971.315.383.910
804,web,2024-10-31,bolakbalik ganti sunscreen akhir nemu sunscreen cocok banget kulit aku minyak sih bagus banget gampang blend gak white case paling penting gak bikin minyak muka aku yang oily skin best produk pokok,positive,9.978.930.354.118.340
805,web,2024-10-31,suka bgt sama texture sunscreen ringannn mudah bgt serap ga bikin lengket no whitecast ga pilling easy to blend bgt buat reapply oke bgt spf nya udah cukup buat aku reapply sampe x normal to oily aku oily sangattg suka,positive,9.980.027.079.582.210
816,web,2024-09-29,sunscreen lokal tekstur terringan jatuh amaterasun no wonder kalo banyak suka tekstur nya cair gampang blend nyerepnya super cepet kulit kering emang lembap kurang karna doi tipikal sunscreen yg finishnya matte untuk feels nya ku akuin enak bgt ga ninggalin whitecast best use for combi to oily skin,positive,998.062.789.440.155
828,web,2024-09-22,baru pertama kali nemuin chemical sunscreen cocok kulit aku minyak ini teksturnyaa ringan ga lengket mudah serap gampang blend saking sukanyaa nyetok ukur gedenyaa ml the best bangettt,positive,99.791.020.154.953
834,web,2024-09-17,baru pertama nyoba ss kata bagus segi tekstur ss nyaman banget buat kulit combiku after pakai jadi kusam parahnurunin tone mukakuteksturnya cair banget sering mleber mana,positive,996.206.521.987.915
836,web,2024-09-06,super duper loveeee saking cinta sampe udah ngabisin tube tekstur ringan polll no whitecast non oily bahkan aku ngerasanya kalo pake sunscreen tuh feelsnya kaya abis beda powdery gitu kalo pake banyak jadi pilling overall banget i luv it,positive,9.899.683.594.703.670
842,web,2024-08-07,jujur kurang suka tekstur loh super cair mungkin bagi orang produk jadi mudah diblend kulit buat aku jadi susah nentuin berapa banyak makenya pas tuang jari malah ngalir kemanamana lebih sih memang bener ngga lengket ngga whitecast residu sama sekali produk pun suka sama punya kulit super minyak,positive,9.960.123.300.552.360
844,web,2024-07-25,baru kali coba sunscreen serum brand tekstur cair mungkin brandingnya serum mudah resap kulit finishnya matte paling penting gak pedih mata reapplynya sedikit repot tekstur lebih cair sunscreen biasa,positive,9.899.436.235.427.850
846,web,2024-07-18,lightweight bgt tekstur enak langsung resap gituuu finishnya powdery matte dia oil controlnya kurang parah bikin kulit aku yg normal jadi kering kusem banget terus gatau tone kulit aku ikut turun segi packaging kyknya ubah soal gampang banget bocorrembes,positive,9.561.421.275.138.850
855,web,2024-06-28,suncreen andal ini tekstur thick mudah banget resap no whitecast hasil matte muka aku suka dia ga bikin muka gampang minyak rasa light kayak gak pake sunscreen udah repurchased dua kali and definitely will be my favorite sunscreen,positive,993.859.887.123.108
861,web,2024-06-22,tekstur cair banget bikin mudah rata serap kulit feelsnya serap velvet gitu kulit sesuai nama tekstur feels nya sunscreen emang cocok sih kulit minyak tapi sebenernya harap banget kalo lubang packagingnya buat lebih kecil biar kalo produk keluarin tuh gak gampang tumpah saking cair,positive,9.835.721.850.395.200
865,web,2024-06-20,semua sunscreen amaterasun yg aku voba aku paling suka sama yg serum paling ringan tekstur hasil natural gitu ga matte tp ga oily yg becek bikin kusam gitu enak tekstur ringan gampang diblend langsung nyerap kulit cocol dia packaging sama aja sih sama yg beda varian aja masuk sunscreen favorit,positive,9.966.434.240.341.180
866,web,2024-06-17,sedihhhhh muka aku yg oily tp malah makin oily kusam banget pake huhu padahal ringan bangett produk mudah resap masih ga ngerti bisa mikin aku kusam bangettt udh timpa bedak makin oily parah plus jadi kusam gelap,negative,9.931.654.334.068.290
874,web,2024-06-06,gatau sih udah berapa tube aku habisin sunscreen nya amaterasun sun serum memang nyaman tekstur cair agak runny jadi cepet apply nya sunscreen ringan banget ga tacky sama sekali whitecast perih juga engga so far masih jadi sunscreen holygrail ku sampe repurchase kali kali,positive,982.567.012.310.028
877,web,2024-06-05,sunscreen tering pernah aku pakai cocok kulit aku oily gampang banget buat keringetan agak bikin peeling pemakaain engga ganggu sekali aman buat pakai makeup an jadi sunscreen terfavorite,positive,9.968.640.804.290.770
884,web,2024-05-27,sunscreen serum the best banget buat kulit normal to oily finishnya matte langsung ngset kulit cepet gak rasa lengket sama sekali tekstur encer gak asa kayak pake sunscreen sih buat skinprep pake moist dulu belum biar gak dry makeupnya so far buat daily nyaman buatkuuu,positive,9.947.118.759.155.270
885,web,2024-05-17,sunscreen rasa serum cocok pakai mulai umur tahun atas punya tekstur super ringan oily prone keluar sebum hari tekstur cocok kalian finishednya tak buat muka jadi kilang minyak balik kontrol sebum powdery sensation spfnya tak ada lagi muka breakout asa nyaman tak buat muka jadi tambah merah kepiting rebus intelligent dna guardiantm lindung rusa dna kulit papar sinar uva uvb bluelight infrared polusi radikal bebas muka asa segar sehat telah,positive,9.957.858.920.097.350
886,web,2024-05-17,amaterasun paling nyaman kulit oily tekstur super cair jadi gampang blend serap tidak lengket kulit gak aroma tapiii packaging flip top keras buka nya turut kalau udara panas banget doi rasa gerah muka whitecast aman yaa,positive,9.953.853.487.968.440
888,web,2024-05-10,sunscreennya mudah rata nggak whitecast sama sekali benar benar bagus lindung kulit sinar matahari pakcagingnya aman banget travel friendly aku kurang suka peeling gitu aku pas mau reapply peeling kulit nggak oarah banget gitu sih,positive,941.820.502.281.189
